job_id,company_id,title,location,salary_min,salary_max,employment_type,description,posted_date,is_active
9069,63,Senior Data Analyst,"McLean, VA",,,Full-time,"Locations: VA - Richmond, United States of America, Richmond, VirginiaSenior Data Analyst

At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in t",2024-04-12,true
9070,63,"Senior Manager, Technical Program Management (Bank Tech)","Richmond, VA",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaSenior Manager, Technical Program Management (Bank Tech)

Are you interested in leading programs that deliver on critical business goals and build large scale products & platforms?

About Capital One: At Capital One, we’re changing banking for good. We were founded on the belief that no one should be locked out of the financial system. We’re dedicated to helping foster a world where everyone has an equal opportunity to prosper.

We’re a",2024-04-12,true
9071,63,"Senior Manager, Capital Markets Regulatory Onboarding","Richmond, VA",,,Full-time,"NYC 299 Park Avenue (22957), United States of America, New York, New YorkSenior Manager, Capital Markets Regulatory Onboarding

Capital One’s Commercial Operations provides support for all Commercial Banking businesses, working across a wide range of product groups, including derivatives and loans. Our goal is to deliver a beautiful client experience to our business bankers, internal partners and clients.

This unique position owns the onboarding needs of our Capital Markets business including D",2024-04-12,true
9072,63,"Manager, Risk Management (US Card) (Hybrid)","McLean, VA",,,Full-time,"West Creek 1 (12071), United States of America, Richmond, VirginiaManager, Risk Management (US Card) (Hybrid)

AUDIT/EXAM REPORTING MANAGER

As a Risk Manager in Capital One’s Card Risk Office you will be responsible for working with the Card Risk organization business to identify and consult on potential risks to Capital One. At Capital One, we are the first line of defense to ensure our Company remains well-managed and profitable.

Risk Managers at Capital One are highly motivated Risk Managem",2024-04-12,true
9073,63,Anti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU),"Wilmington, DE",,,Full-time,"West Creek 3 (12073), United States of America, Richmond, VirginiaAnti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU)

The Complex Investigations Unit in the AML Department performs specialized investigations to assess risks presented in particular circumstances. A Subject Matter Expert (SME) will work closely with key stakeholders in the CIU and outside of the CIU when required, including senior management and established people leaders, to foster increased col",2024-04-12,true
9074,63,"Senior Software Engineer, Full Stack (Java, AWS)","McLean, VA",,,Full-time,"West Creek 1 (12071), United States of America, Richmond, VirginiaSenior Software Engineer, Full Stack (Java, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are p",2024-04-12,true
9075,63,"Senior Software Engineer, BackEnd","Richmond, VA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSenior Software Engineer, BackEnd

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Engineers who are",2024-04-12,true
9076,63,Anti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU),"Plano, TX",,,Full-time,"West Creek 3 (12073), United States of America, Richmond, VirginiaAnti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU)

The Complex Investigations Unit in the AML Department performs specialized investigations to assess risks presented in particular circumstances. A Subject Matter Expert (SME) will work closely with key stakeholders in the CIU and outside of the CIU when required, including senior management and established people leaders, to foster increased col",2024-04-12,true
9077,63,"Senior Manager, Capital Markets Regulatory Onboarding","Melville, NY",,,Full-time,"NYC 299 Park Avenue (22957), United States of America, New York, New YorkSenior Manager, Capital Markets Regulatory Onboarding

Capital One’s Commercial Operations provides support for all Commercial Banking businesses, working across a wide range of product groups, including derivatives and loans. Our goal is to deliver a beautiful client experience to our business bankers, internal partners and clients.

This unique position owns the onboarding needs of our Capital Markets business including D",2024-04-12,true
9078,63,"Senior Associate, Talent Assessment (Hybrid)","Richmond, VA",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaSenior Associate, Talent Assessment (Hybrid)

As a Talent Assessment team member, you’ll work closely with Talent Acquisition partners and other I/O Psychologists to design and deliver innovative selection strategies to support our shared business goals. With an emphasis on quantitative and qualitative analysis, you’ll support the design, validation, and implementation of assessment tools and processes to help ensure Capital One secures",2024-04-12,true
9079,63,"Senior Manager, Technical Program Management (Bank Tech)","Wilmington, DE",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaSenior Manager, Technical Program Management (Bank Tech)

Are you interested in leading programs that deliver on critical business goals and build large scale products & platforms?

About Capital One: At Capital One, we’re changing banking for good. We were founded on the belief that no one should be locked out of the financial system. We’re dedicated to helping foster a world where everyone has an equal opportunity to prosper.

We’re a",2024-04-12,true
9080,63,"Director, Risk Management (Card Risk) - (Hybrid)","McLean, VA",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaDirector, Risk Management (Card Risk) - (Hybrid)

Director, Mainstreet & New to Credit - Card Risk

As a Director of Card Risk you’ll be responsible for working with Business Executives and their teams to identify and mitigate potential risks to Capital One. You will apply your risk management, process management, project management and analytical skills to our highest profile Risk Management processes and strategic initiatives.

You wi",2024-04-12,true
9081,63,"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)","Richmond, VA",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaSenior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their questions in real t",2024-04-12,true
9082,504,Mortgage Loan Officer,"Dover, DE",,,Full-time,"Position Overview

At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a(n) [position title] within PNC's [name of division] organization, you will be based in [city/state location of position].
",2024-04-12,true
9083,1451,CFO,"New York, NY",,,Full-time,"A cryptocurrency firm is seeking an experienced CFO to join their team in New York, NY.

Responsibilities

Develop and execute financial strategies aligned with company goals.Lead financial planning, budgeting, and reporting processes.Manage fundraising efforts and investor relations.Ensure regulatory compliance and risk management.Provide financial insights to support business decisions.Mentor finance team and drive operational excellence.

Qualifications

Bachelor's degree in Finance or relate",2024-04-12,true
9084,63,"Manager, Product Management (Finance Data Experience)","Cambridge, MA",,,Full-time,"Center 2 (19050), United States of America, McLean, VirginiaManager, Product Management (Finance Data Experience)

Do you want to be part of a team transforming an entire department by discovering business needs, uncovering where value lies, and working with technology, design, subject-matter expert, and finance professionals to create product solutions? Do you want to work in a fast-paced new product development team? Does the idea of interfacing with internal customers and across functions to ",2024-04-12,true
9085,63,"Manager, FP&A-Strategic Tech Finance","Richmond, VA",,,Full-time,"West Creek 4 (12074), United States of America, Richmond, VirginiaManager, FP&A-Strategic Tech Finance

Provide financial support for the FP&A Tech Strategy Finance team, including development of methodologies and processes that provide transparency to financial results, analyzing current financial results to identify and address evolving business issues and opportunities, and supporting Capital One’s Tech function as they plan for new initiatives.

Roles require strong communication, problem so",2024-04-12,true
9086,63,"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)","Cambridge, MA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSenior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their qu",2024-04-12,true
9087,63,"Sr. Manager, Staff Product Designer - Enterprise Data(Hybrid)","San Francisco, CA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSr. Manager, Staff Product Designer - Enterprise Data(Hybrid)

At Capital One, we’re building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit",2024-04-12,true
9088,63,"Senior Manager, Software Engineering, Back End","Cambridge, MA",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaSenior Manager, Software Engineering, Back End

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking a Senior Manager, Software Engineering,",2024-04-12,true
9089,63,"Sr. Associate, Social Media Manager","Plano, TX",,,Full-time,"Plano 7 (31067), United States of America, Plano, TexasSr. Associate, Social Media Manager

 Are you passionate about social media engagement and real-time marketing? Are you a strategic thought leader with big-brand experience who can work in a fast-paced, always-on environment? 

In this role, you will manage and interact with Capital One’s social media communities. Excellent writing and copywriting experience is a must.

Responsibilities: 

 Establish Capital One Auto Navigator as a go-to sou",2024-04-12,true
9090,63,"Senior Software Engineer, Full Stack (Java, AWS)","Plano, TX",,,Full-time,"West Creek 1 (12071), United States of America, Richmond, VirginiaSenior Software Engineer, Full Stack (Java, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are p",2024-04-12,true
9091,63,Principal Technical Recruiter - Director +,"Plano, TX",,,Full-time,"Locations: VA - McLean, United States of America, McLean, VirginiaPrincipal Technical Recruiter - Director +

Our Talent Acquisition team is at the forefront of attracting, engaging and retaining great talent that is passionate about changing banking for good. We provide a best-in-class experience for candidates and hiring teams, and we have fun along the way. Our culture and people are integral to our growth and success. We’re looking for team members with a knack for finding the best of the be",2024-04-12,true
9092,63,"Senior Manager, Technical Program Management (Bank Tech)","Plano, TX",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaSenior Manager, Technical Program Management (Bank Tech)

Are you interested in leading programs that deliver on critical business goals and build large scale products & platforms?

About Capital One: At Capital One, we’re changing banking for good. We were founded on the belief that no one should be locked out of the financial system. We’re dedicated to helping foster a world where everyone has an equal opportunity to prosper.

We’re a",2024-04-12,true
9093,63,"Senior Manager, Technical Program Management (Bank Tech)","New York, NY",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaSenior Manager, Technical Program Management (Bank Tech)

Are you interested in leading programs that deliver on critical business goals and build large scale products & platforms?

About Capital One: At Capital One, we’re changing banking for good. We were founded on the belief that no one should be locked out of the financial system. We’re dedicated to helping foster a world where everyone has an equal opportunity to prosper.

We’re a",2024-04-12,true
9094,63,Café Ambassador- Lenox Square,"Atlanta, GA",,,Full-time,"Lenox Square Cafe (41008), United States of America, ATLANTA, GeorgiaCafé Ambassador- Lenox Square

The Experience: 

Are you someone who finds their purpose in helping others? Do you love connecting with other people? We’re looking for people who’d like to turn it into a meaningful career. As a Café Ambassador, you’re at the heart of the Capital One community. You’ll introduce café goers and customers to our best-in-class services, create memorable experiences and drive brand awareness at our C",2024-04-12,true
9095,63,"Senior Associate, Talent Assessment (Hybrid)","McLean, VA",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaSenior Associate, Talent Assessment (Hybrid)

As a Talent Assessment team member, you’ll work closely with Talent Acquisition partners and other I/O Psychologists to design and deliver innovative selection strategies to support our shared business goals. With an emphasis on quantitative and qualitative analysis, you’ll support the design, validation, and implementation of assessment tools and processes to help ensure Capital One secures",2024-04-12,true
9096,536,Acquisitions Analyst - Real Estate,"Des Moines, IA",71250.0,85000.0,Full-time,"What You'll Do

We’re looking for an Acquisitions Analyst to join our Principal Real Estate team. In this role, you’ll provide analytical support for acquisitions and dispositions in real estate private equity transactions!

Evaluate equity investment opportunities across multiple product types (industrial, apartments, office, retail, and alternatives) using sensitivity analysis, variance analysis, or preliminary valuations of prospective acquisitions/dispositionsPerform due diligence and suppor",2024-04-12,true
9097,1497,Warehouse Associate II,"Broken Arrow, OK",,,Full-time,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work.

The Warehouse Associate II supports warehouse operations by loading glass shipments, restocking pallets, and occasionally driving delivery trucks to get the right part",2024-04-12,true
9098,1497,Auto Glass Installation Technician Trainee,"Texarkana, TX",16.5,23.0,Full-time,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work.

Do you like to be challenged? Have natural mechanical ability? Work independently, but also as part of a team with opportunities for growth and advancement?

Join Safe",2024-04-12,true
9099,2385,SEG Development Representative (Phoenix/Tempe),"Arizona, United States",,,Full-time,"The SEG Development Representative (SDR) will be responsible for generating new SEG and Association relationships for America First throughout a multistate territory. Will expand the SEG and Association list of America First, directly augmenting the credit union’s field of membership and increasing the number of potential members.

Creates alliances by promoting the many benefits of credit union membership and corporate alignment with America First. Promotes America First by demonstrating the va",2024-04-12,true
9100,1830,Patient Care Technician,"Atlanta, GA",,,Full-time,"2024-62993

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

Provides nursing assistance and patient care to provide for the comfort, safety and personal needs of patients. Assists patients with activities of daily living and p",2024-04-12,true
9101,1830,Scheduler/Secretary (Gwinnett Women's Center) - 58956,"Lawrenceville, GA",,,Full-time,"2024-58956

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

The Scheduler/Secretary will be responsible for performing scheduling function in a streamlined environment, which is fully computerized. Position requires applicatio",2024-04-12,true
9102,47,Inspector - Level 1,"Spokane, WA",,,Full-time,"Provide Quality Control Inspection support for Honeywell ESS while partnering with manufacturing teams and leaders. You will ensure that quality in being maintained in all factors involved in production.

Pay Transparency 

The salary range for this position is ($19.00/hr - $26.60/hr). The actual base salary offer will depend on a variety of factors including experience, education, geography and other relevant factors.

This position is Sunday -Thursday (4- 10 hour shifts) 5am- 3:30pm. $3 Shift ",2024-04-12,true
9103,47,Sr Advanced Hardware Engineer (Board Layout),"Minneapolis, MN",,,Full-time,"Join the industry leader to design the next generation of breakthroughs

MAKE THE BEST YOU 

Honeywell’s history of changing the world through innovation and life-changing technology has always started with our people. We succeed when you thrive, supported by a culture of continuous learning, challenging work, and celebrated achievements. Discover your full potential.

Honeywell Aerospace is a leading global provider of integrated avionics, engines, systems and service solutions for aircraft man",2024-04-12,true
9104,504,Security Associate (Quality Analysis)- 7:00am - 4:00pm - Monday - Friday,"Pittsburgh, PA",,,Full-time,"Job Profile

Position OverviewAt PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the company’s success. As a Security Associate within PNC’s Technology organization, you will be based in Pittsburgh, PA. The position is p",2024-04-12,true
9105,1451,"Coordinator, Talent Acquisition & Development","Washington, DC",80000.0,89000.0,Full-time,"A law firm is looking for a Coordinator, Talent Acquisition & Development to join their team in Washington, D.C.

Compensation: $80-89k

Responsibilities

Talent Acquisition

Coordinate Talent Acquisition initiatives and activities such as campus, targeted, diversity, and summer associate recruiting programs including: scheduling interviews, follow-up initiatives, hiring committee preparation, prospect outreach, coordination of work assignments, training and other social activities for summer as",2024-04-12,true
9106,1451,Network Admin,"New York, NY",,,Full-time,"A financial firm is looking for a Network Admin to join their team in New York, NY.

Pay: $50/hr w2

Responsibilities

Insuring that the network infrastructure is up and running.

Responsibility For Maintaining Protection And Security

Permissions (Share, Folder, File, etc)Open PortsAccounts (Domain, Local, Appliances, Services and Applications)AntivirusAntispamAnti-AdwareAnti-MalwareBackups of Data and Voice (System State, Docs, SQL, Shadow Copy, Replication, etc)Applying operating system updat",2024-04-12,true
9107,63,"Senior Audit Manager, Finance (Hybrid)","Richmond, VA",,,Full-time,"Plano Town Center (31064), United States of America, Plano, TexasSenior Audit Manager, Finance (Hybrid)

 Capital One’s Audit function is a dedicated group of professionals focused on delivering top-quality assurance services to the organization’s Audit Committee. Audit professionals are experienced, well-trained and credentialed, and operate within a collaborative, agile environment to deliver value-added opinions and recommendations. Audit's vision to provide high value, independent, proactive",2024-04-12,true
9108,63,Senior Lead Engineer - Generative AI Infrastructure (Remote-Eligible),"San Francisco, CA",,,Full-time,"NYC 299 Park Avenue (22957), United States of America, New York, New YorkSenior Lead Engineer - Generative AI Infrastructure (Remote-Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their questions in real time",2024-04-12,true
9109,63,Anti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU),"Melville, NY",,,Full-time,"West Creek 3 (12073), United States of America, Richmond, VirginiaAnti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU)

The Complex Investigations Unit in the AML Department performs specialized investigations to assess risks presented in particular circumstances. A Subject Matter Expert (SME) will work closely with key stakeholders in the CIU and outside of the CIU when required, including senior management and established people leaders, to foster increased col",2024-04-12,true
9110,63,"Manager, Product Management (Finance Data Experience)","Richmond, VA",,,Full-time,"Center 2 (19050), United States of America, McLean, VirginiaManager, Product Management (Finance Data Experience)

Do you want to be part of a team transforming an entire department by discovering business needs, uncovering where value lies, and working with technology, design, subject-matter expert, and finance professionals to create product solutions? Do you want to work in a fast-paced new product development team? Does the idea of interfacing with internal customers and across functions to ",2024-04-12,true
9111,63,"Senior Software Engineer, Full Stack (Java, AWS)","Boston, MA",,,Full-time,"West Creek 1 (12071), United States of America, Richmond, VirginiaSenior Software Engineer, Full Stack (Java, AWS)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are p",2024-04-12,true
9112,63,"Senior Associate, Enterprise Risk Management - Control Methodology","McLean, VA",,,Full-time,"West Creek 3 (12073), United States of America, Richmond, VirginiaSenior Associate, Enterprise Risk Management - Control Methodology

Manage risk events of various complexity levels. Responsibilities include collaborating with Corporate Compliance and business partners throughout the CAC and Acquisition Value Chain (AVC); driving execution of risk event management and customer recovery efforts by leveraging horizontal support functions and business partners. Identifies, initiates, and executes p",2024-04-12,true
9113,63,"Lead, Software Engineer, Full Stack","New York, NY",,,Full-time,"11 West 19th Street (22008), United States of America, New York, New YorkLead, Software Engineer, Full Stack

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who solve real problems and meet real customer needs. We are seeking Full Stack Software Engineers who are passion",2024-04-12,true
9114,63,"Sr. Manager, Staff Product Designer - Enterprise Data(Hybrid)","McLean, VA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSr. Manager, Staff Product Designer - Enterprise Data(Hybrid)

At Capital One, we’re building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit",2024-04-12,true
9115,63,"Senior Associate, Chief of Staff Team, Audit","Richmond, VA",,,Full-time,"Center 2 (19050), United States of America, McLean, VirginiaSenior Associate, Chief of Staff Team, Audit

Capital One’s Audit function is a dedicated group of professionals focused on delivering top-quality assurance services to the organization’s Audit Committee. Audit professionals are experienced, well-trained and credentialed, and operate within a collaborative, agile environment to deliver value-added opinions and recommendations. Audit's vision to provide high value, independent, proactive",2024-04-12,true
9116,298,"Data Manager and Analytical Support Specialist, Foster Care - 23340","Bronx, NY",,,Full-time,Position Summary: The Office of Community Supports and Wellness oversees the Office of Students in Temporary Housing and Foster Care which is charged with prioritizing and ensuring the academic success for New York City’s students in foster care. The Data Manager and Analytical Support Specialist (Data Manager) will manage the development and deployment of innovative data tools to support New York City Public Schools (NYCPS) central and field staff with better meeting the needs of students and f,2024-04-12,true
9117,536,Internal Sales Specialist - Group Benefits,"Seattle, WA",53550.0,98400.0,Internship,"What You'll Do

Are you ready to take on a dynamic role as an Internal Sales Specialist in Group Benefits? In this position, you will play a vital role in the pricing and positioning of new business proposals. Here is a glimpse of what you'll be responsible for:

Analysis and Screening: Analyze bid specifications with precision and insight to ensure our proposals meet client needs.Consultation: Collaborate closely with sales and account management teams, providing expertise on underwriting guide",2024-04-12,true
9118,1497,Auto Glass Senior Installation Technician,"Rochester, NY",,,Full-time,"Does this position interest you? You should apply – even if you don’t match every single requirement! We're known as an auto glass company. That's the focus of what we do. But beyond the glass, we're so much more. We'll help you build a fulfilling career and encourage you to have a life. Let us be the best place you'll ever work.

You’ve probably never thought about working with vehicle glass for a living – you’re not alone! Our everyday heroes come from all sorts of backgrounds, many of which h",2024-04-12,true
9119,563,Registration Part Time Weekend Days,"Lebanon, TN",,,Part-time,"Discover Vanderbilt University Medical Center: Located in Nashville, Tennessee, and operating at a global crossroads of teaching, discovery, and patient care, VUMC is a community of diverse individuals who come to work each day with the simple aim of changing the world. It is a place where your expertise will be valued, your knowledge expanded, and your abilities challenged. Vanderbilt Health recognizes that diversity is essential for excellence and innovation. We are committed to an inclusive e",2024-04-12,true
9120,47,Electrician - Electrical Services,"Phoenix, AZ",,,Full-time,"Join a team recognized for leadership, innovation and diversity

WHY HONEYWELL?

Honeywell changes the way the world works.

For more than 130 years, we have solved the toughest customer challenges through a rare combination of our industrial expertise and our innovations in groundbreaking software and technology, and industry-leading automation.

This perfection is built on a foundation of inclusion, diversity and driving a performance culture that values integrity and ethics.

 Are you ready t",2024-04-12,true
9121,1830,"Clinical Supervisor, Trauma/Surgical/Neuro ICU","Lawrenceville, GA",,,Full-time,"2024-62908

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

The Clinical Supervisor provides direct patient care and supervises the nursing operations of a unit. In the absence of the Manager or Director may assume 24 hour nur",2024-04-12,true
9122,1830,Front Office Assistant - Bariatric Innovations of Atlanta,"Atlanta, GA",,,Full-time,"2024-62892

Northside Hospital is award-winning, state-of-the-art, and continually growing. Constantly expanding the quality and reach of our care to our patients and communities creates even more opportunity for the best healthcare professionals in Atlanta and beyond. Discover all the possibilities of a career at Northside today.

Local Travel Reqiured*


Practice Details 

Bariatric Innovations specializes in providing general surgery and bariatric surgery to the residents of Atlanta and the s",2024-04-12,true
9123,2948,Registered Nurse RN - Medical Complexity Surgical Unit,"West Reading, PA",,,Full-time,"Job Summary

The registered nurse develops, implements and evaluates the nursing plan of patient care and implements the medical plan of care in collaboration with all disciplines.

#READ

Qualifications

Education Requirements

Graduate of an accredited school of Nursing

Experience

Relevant Experience

Certification and Licensure

PA Registered Nurse License

Required Skills

Excellent Communications SkillsExcellent Interpersonal Skills

Overview

N3W: Medical Complexity Unit

N3W is a 25 bed",2024-04-12,true
9124,63,"Senior Manager, Capital Markets Regulatory Onboarding","New York, NY",,,Full-time,"NYC 299 Park Avenue (22957), United States of America, New York, New YorkSenior Manager, Capital Markets Regulatory Onboarding

Capital One’s Commercial Operations provides support for all Commercial Banking businesses, working across a wide range of product groups, including derivatives and loans. Our goal is to deliver a beautiful client experience to our business bankers, internal partners and clients.

This unique position owns the onboarding needs of our Capital Markets business including D",2024-04-12,true
9125,63,"Product Manager, Enterprise Data","Boston, MA",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaProduct Manager, Enterprise Data

Product Management 

Product Management at Capital One is a booming, vibrant craft that requires reimagining the status quo, finding value creation opportunities, and driving innovative and sustainable customer experiences through technology.

We believe our portfolio of businesses and investments in growth and transformation will result in a company with the scale, brand, capabilities, talent, and valu",2024-04-12,true
9126,63,"Product Manager, Enterprise Data","New York, NY",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaProduct Manager, Enterprise Data

Product Management 

Product Management at Capital One is a booming, vibrant craft that requires reimagining the status quo, finding value creation opportunities, and driving innovative and sustainable customer experiences through technology.

We believe our portfolio of businesses and investments in growth and transformation will result in a company with the scale, brand, capabilities, talent, and valu",2024-04-12,true
9127,63,"Senior Manager, Technical Program Management (Bank Tech)","Philadelphia, PA",,,Full-time,"Center 1 (19052), United States of America, McLean, VirginiaSenior Manager, Technical Program Management (Bank Tech)

Are you interested in leading programs that deliver on critical business goals and build large scale products & platforms?

About Capital One: At Capital One, we’re changing banking for good. We were founded on the belief that no one should be locked out of the financial system. We’re dedicated to helping foster a world where everyone has an equal opportunity to prosper.

We’re a",2024-04-12,true
9128,63,"Senior Software Engineer, Back End (Python)","Plano, TX",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSenior Software Engineer, Back End (Python)

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. We are seeking Back End Software Enginee",2024-04-12,true
9129,63,Anti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU),"New York, NY",,,Full-time,"West Creek 3 (12073), United States of America, Richmond, VirginiaAnti-Money Laundering Subject Matter Expert (SME) - Special Investigations Unit (SIU)

The Complex Investigations Unit in the AML Department performs specialized investigations to assess risks presented in particular circumstances. A Subject Matter Expert (SME) will work closely with key stakeholders in the CIU and outside of the CIU when required, including senior management and established people leaders, to foster increased col",2024-04-12,true
9130,63,"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)","New York, NY",,,Full-time,"Center 3 (19075), United States of America, McLean, VirginiaSenior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their questions in real t",2024-04-12,true
9131,63,"Manager, Software Engineering, iOS","New York, NY",,,Full-time,"Locations: NY - New York, United States of America, New York, New YorkManager, Software Engineering, iOS

Do you love building and pioneering in the technology space? Do you enjoy solving complex business problems in a fast-paced, collaborative, inclusive, and iterative delivery environment? At Capital One, you'll be part of a big group of makers, breakers, doers and disruptors, who love to solve real problems and meet real customer needs. As a Capital One iOS Software Engineer , you’ll have the",2024-04-12,true
9132,63,"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)","San Jose, CA",,,Full-time,"201 Third Street (61049), United States of America, San Francisco, CaliforniaSenior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)

Our mission at Capital One is to create trustworthy, reliable and human-in-the-loop AI systems, changing banking for good. For years, Capital One has been leading the industry in using machine learning to create real-time, intelligent, automated customer experiences. From informing customers about unusual charges to answering their qu",2024-04-12,true
