education_id,user_id,institution,degree,field_of_study,graduation_year
1516,46,Harvard Business School,Master's Degree,Mkt&HR,2020
1517,47,Harvard Business School,Master's Degree,Mkt&HR,2020
1518,48,Wharton School,Master's Degree,Mkt&Fin,2020
1519,49,Wharton School,Master's Degree,Mkt&Fin,2020
1520,50,Harvard Business School,Master's Degree,Mkt&HR,2020
1521,51,Harvard Business School,Master's Degree,Mkt&HR,2020
1522,52,Harvard Business School,Master's Degree,Mkt&HR,2020
1523,53,Harvard Business School,Master's Degree,Mkt&HR,2020
1524,54,Harvard Business School,Master's Degree,Mkt&HR,2020
1525,55,Harvard Business School,Master's Degree,Mkt&HR,2020
1526,56,Harvard Business School,Master's Degree,Mkt&HR,2020
1527,57,Wharton School,Master's Degree,Mkt&Fin,2020
1528,58,Wharton School,Master's Degree,Mkt&Fin,2020
1529,59,Wharton School,Master's Degree,Mkt&Fin,2020
1530,60,Wharton School,Master's Degree,Mkt&Fin,2020
1531,61,Wharton School,Master's Degree,Mkt&Fin,2020
1532,62,Wharton School,Master's Degree,Mkt&Fin,2020
1533,63,Wharton School,Master's Degree,Mkt&Fin,2020
1534,64,Harvard Business School,Master's Degree,Mkt&HR,2020
1535,65,Wharton School,Master's Degree,Mkt&Fin,2020
1536,66,Harvard Business School,Master's Degree,Mkt&HR,2020
1537,67,Harvard Business School,Master's Degree,Mkt&HR,2020
1538,68,Wharton School,Master's Degree,Mkt&Fin,2020
1539,69,Harvard Business School,Master's Degree,Mkt&HR,2020
1540,70,Wharton School,Master's Degree,Mkt&Fin,2020
1541,71,Wharton School,Master's Degree,Mkt&Fin,2020
1542,72,Wharton School,Master's Degree,Mkt&Fin,2020
1543,73,Wharton School,Master's Degree,Mkt&Fin,2020
1544,74,Wharton School,Master's Degree,Mkt&Fin,2020
1545,75,Wharton School,Master's Degree,Mkt&Fin,2020
1546,76,Harvard Business School,Master's Degree,Mkt&HR,2020
1547,77,Wharton School,Master's Degree,Mkt&Fin,2020
1548,78,Wharton School,Master's Degree,Mkt&Fin,2020
1549,79,Wharton School,Master's Degree,Mkt&Fin,2020
1550,80,Harvard Business School,Master's Degree,Mkt&HR,2020
1551,81,Harvard Business School,Master's Degree,Mkt&HR,2020
1552,82,Wharton School,Master's Degree,Mkt&Fin,2020
1553,83,Wharton School,Master's Degree,Mkt&Fin,2020
1554,84,Wharton School,Master's Degree,Mkt&Fin,2020
1555,85,Wharton School,Master's Degree,Mkt&Fin,2020
1556,86,Wharton School,Master's Degree,Mkt&Fin,2020
1557,87,Wharton School,Master's Degree,Mkt&Fin,2020
1558,88,Harvard Business School,Master's Degree,Mkt&HR,2020
1559,89,Harvard Business School,Master's Degree,Mkt&HR,2020
1560,90,Harvard Business School,Master's Degree,Mkt&HR,2020
1561,91,Wharton School,Master's Degree,Mkt&Fin,2020
1562,92,Harvard Business School,Master's Degree,Mkt&HR,2020
1563,93,Wharton School,Master's Degree,Mkt&Fin,2020
1564,94,Harvard Business School,Master's Degree,Mkt&HR,2020
1565,95,Wharton School,Master's Degree,Mkt&Fin,2020
1566,96,Wharton School,Master's Degree,Mkt&Fin,2020
1567,97,Wharton School,Master's Degree,Mkt&Fin,2020
1568,98,Wharton School,Master's Degree,Mkt&Fin,2020
1569,99,Wharton School,Master's Degree,Mkt&Fin,2020
1570,100,Wharton School,Master's Degree,Mkt&Fin,2020
1571,101,Harvard Business School,Master's Degree,Mkt&HR,2020
1572,102,Harvard Business School,Master's Degree,Mkt&HR,2020
1573,103,Wharton School,Master's Degree,Mkt&Fin,2020
1574,104,Harvard Business School,Master's Degree,Mkt&HR,2020
1575,105,Harvard Business School,Master's Degree,Mkt&HR,2020
1576,106,Harvard Business School,Master's Degree,Mkt&HR,2020
1577,107,Wharton School,Master's Degree,Mkt&Fin,2020
1578,108,Harvard Business School,Master's Degree,Mkt&HR,2020
1579,109,Wharton School,Master's Degree,Mkt&Fin,2020
1580,110,Harvard Business School,Master's Degree,Mkt&HR,2020
1581,111,Harvard Business School,Master's Degree,Mkt&HR,2020
1582,112,Harvard Business School,Master's Degree,Mkt&HR,2020
1583,113,Harvard Business School,Master's Degree,Mkt&HR,2020
1584,114,Wharton School,Master's Degree,Mkt&Fin,2020
1585,115,Harvard Business School,Master's Degree,Mkt&HR,2020
1586,116,Wharton School,Master's Degree,Mkt&Fin,2020
1587,117,Wharton School,Master's Degree,Mkt&Fin,2020
1588,118,Wharton School,Master's Degree,Mkt&Fin,2020
1589,119,Harvard Business School,Master's Degree,Mkt&HR,2020
1590,120,Wharton School,Master's Degree,Mkt&Fin,2020
1591,121,Harvard Business School,Master's Degree,Mkt&HR,2020
1592,122,Harvard Business School,Master's Degree,Mkt&HR,2020
1593,123,Wharton School,Master's Degree,Mkt&Fin,2020
1594,124,Harvard Business School,Master's Degree,Mkt&HR,2020
1595,125,Harvard Business School,Master's Degree,Mkt&HR,2020
1596,126,Wharton School,Master's Degree,Mkt&Fin,2020
1597,127,Wharton School,Master's Degree,Mkt&Fin,2020
1598,128,Harvard Business School,Master's Degree,Mkt&HR,2020
1599,129,Harvard Business School,Master's Degree,Mkt&HR,2020
1600,130,Wharton School,Master's Degree,Mkt&Fin,2020
1601,131,Wharton School,Master's Degree,Mkt&Fin,2020
1602,132,Wharton School,Master's Degree,Mkt&Fin,2020
1603,133,Harvard Business School,Master's Degree,Mkt&HR,2020
1604,134,Harvard Business School,Master's Degree,Mkt&HR,2020
1605,135,Wharton School,Master's Degree,Mkt&Fin,2020
1606,136,Harvard Business School,Master's Degree,Mkt&HR,2020
1607,137,Wharton School,Master's Degree,Mkt&Fin,2020
1608,138,Harvard Business School,Master's Degree,Mkt&HR,2020
1609,139,Wharton School,Master's Degree,Mkt&Fin,2020
1610,140,Wharton School,Master's Degree,Mkt&Fin,2020
1611,141,Wharton School,Master's Degree,Mkt&Fin,2020
1612,142,Harvard Business School,Master's Degree,Mkt&HR,2020
1613,143,Wharton School,Master's Degree,Mkt&Fin,2020
1614,144,Wharton School,Master's Degree,Mkt&Fin,2020
1615,145,Wharton School,Master's Degree,Mkt&Fin,2020
1616,146,Harvard Business School,Master's Degree,Mkt&HR,2020
1617,147,Harvard Business School,Master's Degree,Mkt&HR,2020
1618,148,Wharton School,Master's Degree,Mkt&Fin,2020
1619,149,Wharton School,Master's Degree,Mkt&Fin,2020
1620,150,Harvard Business School,Master's Degree,Mkt&HR,2020
1621,151,Wharton School,Master's Degree,Mkt&Fin,2020
1622,152,Wharton School,Master's Degree,Mkt&Fin,2020
1623,153,Wharton School,Master's Degree,Mkt&Fin,2020
1624,154,Wharton School,Master's Degree,Mkt&Fin,2020
1625,155,Wharton School,Master's Degree,Mkt&Fin,2020
1626,156,Harvard Business School,Master's Degree,Mkt&HR,2020
1627,157,Harvard Business School,Master's Degree,Mkt&HR,2020
1628,158,Wharton School,Master's Degree,Mkt&Fin,2020
1629,159,Wharton School,Master's Degree,Mkt&Fin,2020
1630,160,Harvard Business School,Master's Degree,Mkt&HR,2020
1631,161,Harvard Business School,Master's Degree,Mkt&HR,2020
1632,162,Harvard Business School,Master's Degree,Mkt&HR,2020
1633,163,Wharton School,Master's Degree,Mkt&Fin,2020
1634,164,Wharton School,Master's Degree,Mkt&Fin,2020
1635,165,Wharton School,Master's Degree,Mkt&Fin,2020
1636,166,Wharton School,Master's Degree,Mkt&Fin,2020
1637,167,Harvard Business School,Master's Degree,Mkt&HR,2020
1638,168,Wharton School,Master's Degree,Mkt&Fin,2020
1639,169,Harvard Business School,Master's Degree,Mkt&HR,2020
1640,170,Harvard Business School,Master's Degree,Mkt&HR,2020
1641,171,Harvard Business School,Master's Degree,Mkt&HR,2020
1642,172,Wharton School,Master's Degree,Mkt&Fin,2020
1643,173,Harvard Business School,Master's Degree,Mkt&HR,2020
1644,174,Harvard Business School,Master's Degree,Mkt&HR,2020
1645,175,Wharton School,Master's Degree,Mkt&Fin,2020
1646,176,Harvard Business School,Master's Degree,Mkt&HR,2020
1647,177,Harvard Business School,Master's Degree,Mkt&HR,2020
1648,178,Wharton School,Master's Degree,Mkt&Fin,2020
1649,179,Harvard Business School,Master's Degree,Mkt&HR,2020
1650,180,Harvard Business School,Master's Degree,Mkt&HR,2020
1651,181,Wharton School,Master's Degree,Mkt&Fin,2020
1652,182,Harvard Business School,Master's Degree,Mkt&HR,2020
1653,183,Wharton School,Master's Degree,Mkt&Fin,2020
1654,184,Harvard Business School,Master's Degree,Mkt&HR,2020
1655,185,Harvard Business School,Master's Degree,Mkt&HR,2020
1656,186,Harvard Business School,Master's Degree,Mkt&HR,2020
1657,187,Wharton School,Master's Degree,Mkt&Fin,2020
1658,188,Wharton School,Master's Degree,Mkt&Fin,2020
1659,189,Wharton School,Master's Degree,Mkt&Fin,2020
1660,190,Wharton School,Master's Degree,Mkt&Fin,2020
1661,191,Wharton School,Master's Degree,Mkt&Fin,2020
1662,192,Wharton School,Master's Degree,Mkt&Fin,2020
1663,193,Wharton School,Master's Degree,Mkt&Fin,2020
1664,194,Harvard Business School,Master's Degree,Mkt&HR,2020
1665,195,Wharton School,Master's Degree,Mkt&Fin,2020
1666,196,Harvard Business School,Master's Degree,Mkt&HR,2020
1667,197,Wharton School,Master's Degree,Mkt&Fin,2020
1668,198,Harvard Business School,Master's Degree,Mkt&HR,2020
1669,199,Harvard Business School,Master's Degree,Mkt&HR,2020
1670,200,Harvard Business School,Master's Degree,Mkt&HR,2020
1671,201,Wharton School,Master's Degree,Mkt&Fin,2020
1672,202,Harvard Business School,Master's Degree,Mkt&HR,2020
1673,203,Harvard Business School,Master's Degree,Mkt&HR,2020
1674,204,Harvard Business School,Master's Degree,Mkt&HR,2020
1675,205,Wharton School,Master's Degree,Mkt&Fin,2020
1676,206,Wharton School,Master's Degree,Mkt&Fin,2020
1677,207,Wharton School,Master's Degree,Mkt&Fin,2020
1678,208,Wharton School,Master's Degree,Mkt&Fin,2020
1679,209,Harvard Business School,Master's Degree,Mkt&HR,2020
1680,210,Wharton School,Master's Degree,Mkt&Fin,2020
1681,211,Wharton School,Master's Degree,Mkt&Fin,2020
1682,212,Wharton School,Master's Degree,Mkt&Fin,2020
1683,213,Wharton School,Master's Degree,Mkt&Fin,2020
1684,214,Harvard Business School,Master's Degree,Mkt&HR,2020
1685,215,Harvard Business School,Master's Degree,Mkt&HR,2020
